"GEO_CODE","age_total","age0to4pc","age5to14pc","age16to24pc","age25to44pc","age45to64pc","age75pluspc","NSSEC.Total","HigherManagerial1pc","LowerManagerial2pc","Intermediate3pm","SmallEmployers4pc","SupervisoryTechnical5pc","SemiRoutine6pc","Routine7pc","LongTermUnemployed8pc","Average.download.speed..Mbps.","Superfast.availability","Unable.to.receive.decent.broadband","Receiving.under.2.Mbps","Receiving.under.10.Mbps","Receiving.over.30.Mbps"
"E02000021",7904,0.102353238866397,0.116523279352227,0.11955971659919,0.296179149797571,0.218623481781377,0.0545293522267206,4783,0.0478779008990174,0.178549027806816,0.143633702697052,0.1139452226636,0.0802843403721514,0.182939577670918,0.137988710014635,0.11478151787581,72.5,0.994,0.004,0.005,0.145,0.736
"E02000022",8777,0.142303748433405,0.144468497208613,0.112225133872622,0.376210550301925,0.134100489916828,0.0191409365386806,4889,0.05277152791982,0.141951319288198,0.113929228881162,0.0989977500511352,0.0644303538555942,0.164041726324402,0.147473921047249,0.21640417263244,61.5,0.993,0.002,0.002,0.044,0.687
"E02000023",6482,0.134989200863931,0.131595186670781,0.124190064794816,0.344646713977168,0.156896019746992,0.0336315951866708,3668,0.0482551799345693,0.153762268266085,0.130043620501636,0.0951472191930207,0.0752453653217012,0.190567066521265,0.138495092693566,0.168484187568157,68.8,0.997,0.003,0.012,0.16,0.811
"E02000024",10156,0.0621307601417881,0.0946238676644348,0.0950177235131942,0.263095706971249,0.284068530917684,0.0888144938952343,6695,0.195070948469007,0.323674383868559,0.145332337565347,0.128454070201643,0.0448095593726662,0.076773711725168,0.0415235250186706,0.0443614637789395,46.7,0.96,0.024,0.013,0.233,0.691
"E02000025",7956,0.0646053293112117,0.0815736551030669,0.102312719959779,0.312719959778783,0.261814982403218,0.0735294117647059,5457,0.166575041231446,0.29265164009529,0.150632215503024,0.113798790544255,0.0489279824079164,0.102986989188199,0.0630382994319223,0.0613890415979476,50.7,0.982,0.001,0.003,0.061,0.651
"E02000026",6313,0.0662125772216062,0.0963092032314272,0.0966260098210043,0.275463329637256,0.268968794550927,0.0738159353714557,4174,0.175371346430283,0.274077623382846,0.170340201245807,0.145424053665549,0.0412074748442741,0.080737901293723,0.0563009103977,0.0565404887398179,42.8,0.995,0.002,0.005,0.153,0.688
"E02000027",9598,0.0650135444884351,0.113773702854761,0.121587830798083,0.268076682642217,0.243904980204209,0.0643884142529694,6107,0.106926477812346,0.231373833306042,0.147371868347798,0.112985099066645,0.0586212542983462,0.147208121827411,0.0964467005076142,0.0990666448337973,41,0.997,0.001,0.011,0.246,0.649
"E02000028",6166,0.0677911125527084,0.0896853713915018,0.103795004865391,0.301816412585144,0.250891988323062,0.0752513785274084,4153,0.184685769323381,0.295689862749819,0.158439682157477,0.123525162533109,0.045027690825909,0.0842764266795088,0.0520105947507826,0.0563448109800144,48.3,0.942,0,0.004,0.075,0.639
"E02000029",8517,0.0783139603146648,0.102618292826112,0.102266056123048,0.311377245508982,0.249148761300928,0.0557708113185394,5681,0.1420524555536,0.275831719767647,0.161239218447456,0.124801971483894,0.051399401513818,0.112128146453089,0.0668896321070234,0.065657454673473,37.3,0.97,0,0.007,0.162,0.541
"E02000030",9130,0.0512595837897043,0.107995618838992,0.106243154435926,0.219715224534502,0.286856516976999,0.0941949616648412,5865,0.18925831202046,0.283546462063086,0.135549872122762,0.152600170502984,0.0361466325660699,0.0922421142369991,0.0523444160272805,0.0583120204603581,45.2,0.912,0.004,0.026,0.185,0.676
"E02000030",9130,0.0512595837897043,0.107995618838992,0.106243154435926,0.219715224534502,0.286856516976999,0.0941949616648412,5865,0.18925831202046,0.283546462063086,0.135549872122762,0.152600170502984,0.0361466325660699,0.0922421142369991,0.0523444160272805,0.0583120204603581,45.2,0.912,0.004,0.026,0.185,0.676
"E02000031",7294,0.0647107211406636,0.0881546476556073,0.0954208938853852,0.289004661365506,0.241431313408281,0.107622703591993,4691,0.206778938392667,0.292901300362396,0.14218716691537,0.129823065444468,0.0370923044127052,0.0827115753570667,0.0473246642506928,0.0611809848646344,56.1,0.953,0.017,0.005,0.14,0.701
"E02000032",7857,0.0590556191930762,0.102710958381061,0.106020109456536,0.253786432480591,0.277714140257096,0.070128547791778,5144,0.171461897356143,0.275272161741835,0.15746500777605,0.158242612752722,0.041796267496112,0.0878693623639191,0.0552099533437014,0.0526827371695179,57,0.982,0,0.009,0.17,0.712
"E02000033",8537,0.0685252430596228,0.100972238491273,0.104954902190465,0.31111631720745,0.244699543165046,0.0675881457186365,5620,0.119217081850534,0.247864768683274,0.16423487544484,0.139501779359431,0.0549822064056939,0.110142348754448,0.0729537366548043,0.0911032028469751,49.9,0.998,0,0.006,0.156,0.656
"E02000034",8508,0.0707569346497414,0.0920310296191819,0.105077574047955,0.305594734367654,0.244240714621533,0.0711095439586272,5636,0.15667139815472,0.284244144783534,0.143896380411639,0.140702625975869,0.0484386089425124,0.104684173172463,0.0562455642299503,0.0651171043293116,57.8,0.999,0,0.004,0.142,0.69
"E02000034",8508,0.0707569346497414,0.0920310296191819,0.105077574047955,0.305594734367654,0.244240714621533,0.0711095439586272,5636,0.15667139815472,0.284244144783534,0.143896380411639,0.140702625975869,0.0484386089425124,0.104684173172463,0.0562455642299503,0.0651171043293116,57.8,0.999,0,0.004,0.142,0.69
"E02000035",7965,0.0680477087256748,0.0740740740740741,0.0861268047708726,0.357815442561205,0.219334588826114,0.0885122410546139,5344,0.203031437125749,0.287799401197605,0.131175149700599,0.119573353293413,0.0396706586826347,0.092814371257485,0.0497754491017964,0.0761601796407186,62.4,0.913,0,0.003,0.059,0.665
"E02000035",7965,0.0680477087256748,0.0740740740740741,0.0861268047708726,0.357815442561205,0.219334588826114,0.0885122410546139,5344,0.203031437125749,0.287799401197605,0.131175149700599,0.119573353293413,0.0396706586826347,0.092814371257485,0.0497754491017964,0.0761601796407186,62.4,0.913,0,0.003,0.059,0.665
"E02000036",10743,0.0820068882062739,0.108070371404636,0.113562319650005,0.292748766638741,0.230754910174067,0.0659964628129945,6811,0.150491851416826,0.24886213478197,0.147114961092351,0.149757744824549,0.0466891792688298,0.107620026427837,0.062105417706651,0.0873586844809866,59.3,0.963,0.007,0.004,0.092,0.66
"E02000037",9741,0.0771994661739041,0.123806590699107,0.112308797864696,0.251000923929781,0.247202545939842,0.0676521917667591,5971,0.183218891307989,0.261095293920616,0.149723664377826,0.144531904203651,0.0299782281024954,0.0924468263272484,0.0564394573773237,0.0825657343828504,63.4,0.969,0,0.004,0.066,0.676
"E02000038",10514,0.0641050028533384,0.0941601673958531,0.116796652082937,0.332699258132014,0.235780863610424,0.059824995244436,7063,0.15305111142574,0.292793430553589,0.126433526829959,0.150077870593232,0.0419085374486762,0.0928783802916608,0.0662607956958799,0.0765963471612629,64.3,0.999,0,0.003,0.11,0.743
"E02000038",10514,0.0641050028533384,0.0941601673958531,0.116796652082937,0.332699258132014,0.235780863610424,0.059824995244436,7063,0.15305111142574,0.292793430553589,0.126433526829959,0.150077870593232,0.0419085374486762,0.0928783802916608,0.0662607956958799,0.0765963471612629,64.3,0.999,0,0.003,0.11,0.743
"E02000039",6675,0.0693632958801498,0.109213483146067,0.0985767790262172,0.285093632958802,0.258576779026217,0.0623220973782772,4310,0.21368909512761,0.302088167053364,0.116705336426914,0.15707656612529,0.0331786542923434,0.0774941995359629,0.0440835266821346,0.0556844547563805,42.7,0.884,0.004,0.004,0.081,0.608
"E02000040",7197,0.0728081144921495,0.115742670557177,0.114353202723357,0.283173544532444,0.224676948728637,0.0737807419758233,4366,0.161016949152542,0.260192395785616,0.117040769583142,0.159413650939075,0.0423728813559322,0.106733852496564,0.0561154374713697,0.0971140632157581,40.9,0.943,0.002,0.006,0.205,0.613
"E02000041",8811,0.0776302349336057,0.100442628532516,0.122914538644876,0.294745204857564,0.224832595619112,0.0736579275905119,5530,0.143218806509946,0.23128390596745,0.136347197106691,0.161663652802893,0.0462929475587703,0.117359855334539,0.0783001808318264,0.0855334538878843,66.9,0.966,0.001,0.003,0.067,0.649
"E02000042",10639,0.0670175768399286,0.0768869254629194,0.0990694614155466,0.379264968512078,0.209794153585863,0.0742550991634552,7258,0.173601543124828,0.279415817029485,0.12372554422706,0.132818958390741,0.0472581978506476,0.0979608707632957,0.0640672361532102,0.081151832460733,63.9,0.984,0.002,0.001,0.041,0.704
"E02000043",7696,0.0791320166320166,0.107718295218295,0.0840696465696466,0.31964656964657,0.238695426195426,0.0721153846153846,4958,0.254336425978217,0.309197256958451,0.134731746672045,0.122831787010891,0.0290439693424768,0.0613150463896733,0.0326744655102864,0.0558693021379589,85.2,1,0,0.004,0.067,0.804
"E02000043",7696,0.0791320166320166,0.107718295218295,0.0840696465696466,0.31964656964657,0.238695426195426,0.0721153846153846,4958,0.254336425978217,0.309197256958451,0.134731746672045,0.122831787010891,0.0290439693424768,0.0613150463896733,0.0326744655102864,0.0558693021379589,85.2,1,0,0.004,0.067,0.804
"E02000044",8071,0.0806591500433651,0.120307272952546,0.123033081402552,0.309874860612068,0.22896790980052,0.0434890348160079,5105,0.103428011753183,0.21488736532811,0.135161606268364,0.130656219392752,0.0536728697355534,0.148677766895201,0.10205680705191,0.111459353574927,63.9,0.982,0,0.003,0.093,0.689
"E02000045",10237,0.0758034580443489,0.0990524567744456,0.110774641008108,0.365927517827489,0.22164696688483,0.0394646869199961,6943,0.128906812617024,0.262998703730376,0.127466513034711,0.142013538816074,0.0532910845455855,0.117816505833213,0.0799366268183782,0.0875702146046378,45.5,0.974,0,0.007,0.229,0.669
"E02000045",10237,0.0758034580443489,0.0990524567744456,0.110774641008108,0.365927517827489,0.22164696688483,0.0394646869199961,6943,0.128906812617024,0.262998703730376,0.127466513034711,0.142013538816074,0.0532910845455855,0.117816505833213,0.0799366268183782,0.0875702146046378,45.5,0.974,0,0.007,0.229,0.669
"E02000046",7063,0.0678182075605267,0.0709330312898202,0.0967011185048846,0.43069517202322,0.189013167209401,0.0610222285147954,4930,0.206288032454361,0.301014198782961,0.131440162271805,0.129614604462475,0.0344827586206897,0.0782961460446247,0.0551724137931034,0.0636916835699797,67.5,0.994,0.005,0.003,0.04,0.705
"E02000047",11373,0.0866086344851842,0.106744042908643,0.120988305636156,0.338696913743076,0.200914446496087,0.0530203112635189,7084,0.0707227555053642,0.183229813664596,0.123658949745906,0.142292490118577,0.0688876341050254,0.165160926030491,0.11038961038961,0.135657820440429,61.4,0.995,0,0.004,0.154,0.702
"E02000048",9817,0.0795558724661302,0.100743608026892,0.096057858816339,0.326067026586534,0.22420291331364,0.0654986248344708,6341,0.2121116543132,0.290490458918152,0.125532250433686,0.145087525626873,0.0337486200914682,0.0840561425642643,0.0425800346948431,0.0663933133575146,56.3,0.981,0.002,0.005,0.15,0.675
"E02000048",9817,0.0795558724661302,0.100743608026892,0.096057858816339,0.326067026586534,0.22420291331364,0.0654986248344708,6341,0.2121116543132,0.290490458918152,0.125532250433686,0.145087525626873,0.0337486200914682,0.0840561425642643,0.0425800346948431,0.0663933133575146,56.3,0.981,0.002,0.005,0.15,0.675
"E02000049",8503,0.0982006350699753,0.14124426672939,0.131718217099847,0.320239915324003,0.187228037163354,0.0248147712572033,4965,0.0600201409869084,0.165760322255791,0.118630412890232,0.126485397784491,0.0688821752265861,0.170191339375629,0.124269889224572,0.165760322255791,48.7,0.996,0.002,0.005,0.216,0.74
"E02000050",10064,0.0731319554848967,0.0972774244833068,0.114467408585056,0.345091414944356,0.215620031796502,0.050775039745628,6697,0.159026429744662,0.276243093922652,0.116320740630133,0.125279976108705,0.0489771539495296,0.1205017171868,0.075257578020009,0.0783933104375093,50.8,0.903,0,0.004,0.186,0.583
"E02000051",8647,0.0586330519255233,0.0847692841447901,0.105007517057939,0.322423962067769,0.217647739100266,0.0929802243552677,5501,0.220323577531358,0.292855844391929,0.107071441556081,0.149972732230504,0.028176695146337,0.0836211597891292,0.0423559352844937,0.0756226140701691,61.8,0.939,0,0.004,0.064,0.651
"E02000052",9698,0.0717673747164364,0.0749639100845535,0.100742421117756,0.410600123736853,0.198494534955661,0.0531037327283976,6858,0.207203266258384,0.346602508019831,0.119422572178478,0.105132691746865,0.0396617089530475,0.0746573344998542,0.0508894721493147,0.0564304461942257,53.4,0.994,0,0.004,0.165,0.747
"E02000053",8697,0.0770380591008394,0.0764631482120271,0.175692767621019,0.38438542025986,0.181096929975854,0.0355294929285961,5510,0.122323049001815,0.209437386569873,0.118511796733212,0.160072595281307,0.0642468239564428,0.131034482758621,0.0858439201451906,0.108529945553539,51.3,0.993,0,0.003,0.201,0.636
"E02000054",7206,0.0699417152373022,0.0788232028864835,0.136275326117125,0.36330835414932,0.213572023313905,0.0494032750485706,4715,0.172852598091198,0.246659597030753,0.12067868504772,0.173700954400848,0.0411452810180276,0.0952279957582185,0.0608695652173913,0.0888653234358431,66.1,0.995,0.001,0.003,0.097,0.734
"E02000055",11130,0.0716981132075472,0.0777178796046721,0.168014375561545,0.346091644204852,0.174303683737646,0.0761006289308176,6657,0.163436983626258,0.257022682890191,0.110410094637224,0.163136547994592,0.0423614240648941,0.10920835211056,0.0770617395223073,0.0773621751539733,67.7,0.97,0.003,0.005,0.094,0.742
"E02000056",9212,0.0726226660877117,0.105623100303951,0.086734693877551,0.290924880590534,0.236864958749457,0.0892314372557534,5783,0.283071070378696,0.32007608507695,0.10306069514093,0.125886218225834,0.0198858723845755,0.0579284108594155,0.0383883797337022,0.0517032681998962,54.5,0.993,0.001,0.008,0.146,0.766
"E02000057",7484,0.103153393907002,0.110636023516836,0.124398717263495,0.344200962052378,0.162079102084447,0.0629342597541422,4388,0.178669097538742,0.255013673655424,0.13081130355515,0.167274384685506,0.0337283500455789,0.0932087511394713,0.0544667274384686,0.0868277119416591,66,0.978,0,0.006,0.107,0.72
"E02000058",10220,0.0839530332681018,0.101761252446184,0.0926614481409002,0.326027397260274,0.205479452054795,0.0776908023483366,6519,0.228716060745513,0.320141125939561,0.109526000920387,0.139591961957355,0.0297591655161835,0.0699493787390704,0.0397300199417088,0.0625862862402209,57.8,0.99,0,0.005,0.093,0.681
"E02000059",10459,0.0770628167128789,0.0843292857825796,0.128119323071039,0.362271727698633,0.208050482837747,0.0516301749689263,6854,0.0945433323606653,0.186168660636125,0.129267580974613,0.145170703238985,0.066822293551211,0.155091917128684,0.113364458710242,0.109571053399475,56.2,0.953,0.017,0.003,0.069,0.636
"E02000060",10920,0.101556776556777,0.140018315018315,0.112454212454212,0.316941391941392,0.155128205128205,0.0759157509157509,6066,0.169634025717112,0.267721727662381,0.13369601055061,0.156445763270689,0.0385756676557863,0.084899439498846,0.0486317177711836,0.100395647873393,63.2,0.999,0,0.003,0.064,0.685
"E02000061",8013,0.0606514414077125,0.0760014975664545,0.115063022588294,0.374017222014227,0.198552352427306,0.0819917633845002,5245,0.253384175405148,0.299714013346044,0.110009532888465,0.133841754051478,0.0333651096282174,0.0648236415633937,0.0411820781696854,0.0636796949475691,67,0.976,0.002,0.003,0.043,0.694
"E02000062",6340,0.0746056782334385,0.10205047318612,0.140378548895899,0.35,0.199842271293375,0.0473186119873817,4050,0.0920987654320988,0.201481481481481,0.111604938271605,0.155802469135802,0.0617283950617284,0.14641975308642,0.110123456790123,0.120740740740741,47.1,0.914,0.05,0.004,0.142,0.624
"E02000062",6340,0.0746056782334385,0.10205047318612,0.140378548895899,0.35,0.199842271293375,0.0473186119873817,4050,0.0920987654320988,0.201481481481481,0.111604938271605,0.155802469135802,0.0617283950617284,0.14641975308642,0.110123456790123,0.120740740740741,47.1,0.914,0.05,0.004,0.142,0.624
"E02000063",6971,0.0710084636350595,0.106871324056807,0.11433079902453,0.358341701334098,0.202409984220341,0.0568067709080476,4488,0.124331550802139,0.227941176470588,0.116978609625668,0.161319073083779,0.05325311942959,0.104500891265597,0.0913547237076649,0.120320855614973,44.8,0.999,0.001,0.005,0.1,0.662
"E02000064",6248,0.0717029449423816,0.0893085787451985,0.123879641485275,0.367477592829705,0.189180537772087,0.0614596670934699,4000,0.1455,0.23975,0.106,0.1325,0.0475,0.11875,0.09825,0.11175,60.4,0.998,0.002,0.003,0.058,0.747
"E02000065",7666,0.112575006522306,0.127315418732064,0.132141925384816,0.324680406991912,0.203365510044352,0.0173493347247587,4552,0.0852372583479789,0.211555360281195,0.139499121265378,0.100395430579965,0.0727152899824253,0.16981546572935,0.10896309314587,0.111818980667838,51.4,0.965,0.034,0.048,0.294,0.634
"E02000066",9641,0.082149154652007,0.121667876776268,0.128098744943471,0.290737475365626,0.236489990664869,0.0419043667669329,6026,0.0545967474278128,0.171423830069698,0.153667441088616,0.085131098572851,0.0776634583471623,0.198473282442748,0.13707268503153,0.121971457019582,57.9,0.997,0.003,0.004,0.097,0.662
"E02000067",8750,0.0854857142857143,0.112685714285714,0.120228571428571,0.315657142857143,0.221028571428571,0.0500571428571429,5633,0.0718977454287236,0.210545002662879,0.161903071187644,0.108112906089118,0.0763358778625954,0.157464938753772,0.12604296112196,0.0876974968933073,60.9,0.932,0.039,0.011,0.16,0.607
"E02000068",7388,0.10449377368706,0.10774228478614,0.120465619924201,0.334461288576069,0.201543042772063,0.0431781266919329,4712,0.0683361629881155,0.19758064516129,0.172750424448217,0.0908319185059423,0.0719439728353141,0.175933786078098,0.129881154499151,0.092741935483871,57.3,0.914,0.045,0.006,0.154,0.559
"E02000069",6194,0.0665159832095576,0.098805295447207,0.116080077494349,0.261704875686148,0.248304811107523,0.0828220858895705,4051,0.0829424833374475,0.206615650456677,0.186867440138237,0.106640335719575,0.0733152308072081,0.153048629967909,0.122685756603308,0.0678844729696371,72.2,0.969,0.017,0.005,0.051,0.663
"E02000070",7875,0.056,0.0933333333333333,0.114031746031746,0.235174603174603,0.281269841269841,0.0916825396825397,5280,0.0895833333333333,0.219886363636364,0.209090909090909,0.114393939393939,0.0854166666666667,0.146780303030303,0.0977272727272727,0.0371212121212121,74.7,0.998,0,0.003,0.108,0.712
"E02000071",7300,0.0647945205479452,0.107808219178082,0.132191780821918,0.25972602739726,0.260684931506849,0.0627397260273973,4856,0.0753706754530478,0.204901153212521,0.206342668863262,0.106466227347611,0.0842257001647446,0.153830313014827,0.108731466227348,0.0601317957166392,73.2,0.997,0.001,0.008,0.142,0.717
"E02000072",11734,0.103715697971706,0.130901653315153,0.129452871995909,0.309442645304244,0.187574569626726,0.0438043292994716,7129,0.0531631364847805,0.162575396268761,0.150652265394866,0.0778510310001403,0.085425725908262,0.195258802076027,0.158647776686772,0.11642586618039,56.9,0.937,0.02,0.003,0.118,0.564
"E02000073",10724,0.0558560238716897,0.109847071988064,0.108448340171578,0.241980604252145,0.268370011189855,0.0829914211115255,7013,0.101668330243833,0.230144018251818,0.229003279623556,0.113218308854984,0.0715813489234279,0.135747896763154,0.0829887352060459,0.0356480821331812,80.5,1,0,0.005,0.151,0.737
"E02000073",10724,0.0558560238716897,0.109847071988064,0.108448340171578,0.241980604252145,0.268370011189855,0.0829914211115255,7013,0.101668330243833,0.230144018251818,0.229003279623556,0.113218308854984,0.0715813489234279,0.135747896763154,0.0829887352060459,0.0356480821331812,80.5,1,0,0.005,0.151,0.737
"E02000074",7655,0.0700195950359242,0.105029392553886,0.120444154147616,0.268060091443501,0.240365774003919,0.0791639451338994,4959,0.058681185722928,0.17664851784634,0.167574107683001,0.0895341802782819,0.0850978019762049,0.192377495462795,0.155474894131881,0.0746118168985683,61.9,0.998,0,0.006,0.138,0.651
"E02000075",7948,0.0474333165576246,0.0856819325616507,0.107825868142929,0.223829894313035,0.294162053346754,0.105309511826875,5377,0.109540636042403,0.230239910730891,0.233773479635484,0.114376046122373,0.0777385159010601,0.125906639389994,0.0771805839687558,0.0312441882090385,77.5,0.999,0.001,0.007,0.142,0.693
"E02000075",7948,0.0474333165576246,0.0856819325616507,0.107825868142929,0.223829894313035,0.294162053346754,0.105309511826875,5377,0.109540636042403,0.230239910730891,0.233773479635484,0.114376046122373,0.0777385159010601,0.125906639389994,0.0771805839687558,0.0312441882090385,77.5,0.999,0.001,0.007,0.142,0.693
"E02000077",7823,0.0614853636712259,0.108781797264477,0.117090630193021,0.257829477182667,0.261280838552985,0.0742681835612936,5145,0.0841593780369291,0.210495626822157,0.211078717201166,0.110009718172983,0.0826044703595724,0.157628765792031,0.101068999028183,0.0429543245869776,74,0.997,0.002,0.015,0.145,0.769
