"GEO_CODE","age_total","age0to4pc","age5to14pc","age16to24pc","age25to44pc","age45to64pc","age75pluspc","NSSEC.Total","HigherManagerial1pc","LowerManagerial2pc","Intermediate3pm","SmallEmployers4pc","SupervisoryTechnical5pc","SemiRoutine6pc","Routine7pc","LongTermUnemployed8pc","Average.download.speed..Mbps.","Superfast.availability","Unable.to.receive.decent.broadband","Receiving.under.2.Mbps","Receiving.under.10.Mbps","Receiving.over.30.Mbps"
"E02000835",7236,0.0919016030956329,0.0910724156992814,0.101299060254284,0.373825317855169,0.218767274737424,0.041044776119403,4870,0.141273100616016,0.302874743326489,0.122792607802875,0.103696098562628,0.0554414784394251,0.101232032854209,0.0825462012320329,0.0901437371663244,66.9,0.964,0.002,0.012,0.178,0.701
"E02000836",8240,0.0848300970873786,0.0844660194174757,0.0788834951456311,0.420873786407767,0.21504854368932,0.0370145631067961,5856,0.224043715846995,0.370901639344262,0.106728142076503,0.0910177595628415,0.039275956284153,0.0730874316939891,0.0512295081967213,0.0437158469945355,72.2,0.998,0.001,0.003,0.05,0.77
"E02000837",9085,0.0860759493670886,0.114034122179417,0.0763896532746285,0.308200330214639,0.256576774903687,0.0565767749036874,5810,0.32065404475043,0.357142857142857,0.0857142857142857,0.0922547332185886,0.025473321858864,0.0557659208261618,0.03184165232358,0.0311531841652324,72.6,0.966,0.006,0.008,0.102,0.794
"E02000838",9180,0.0872549019607843,0.081917211328976,0.0860566448801743,0.401307189542484,0.224291938997821,0.0442265795206972,6422,0.185144814699471,0.339146683276238,0.12176891933977,0.0984117097477421,0.0425101214574899,0.0937402678293367,0.0597944565555902,0.0594830270943631,71.3,0.999,0.001,0.002,0.026,0.758
"E02000838",9180,0.0872549019607843,0.081917211328976,0.0860566448801743,0.401307189542484,0.224291938997821,0.0442265795206972,6422,0.185144814699471,0.339146683276238,0.12176891933977,0.0984117097477421,0.0425101214574899,0.0937402678293367,0.0597944565555902,0.0594830270943631,71.3,0.999,0.001,0.002,0.026,0.758
"E02000839",8036,0.0808860129417621,0.0943255350920856,0.0893479342956695,0.334619213539074,0.23768043802887,0.064211050273768,5288,0.225983358547655,0.309947049924357,0.113842662632375,0.0905824508320726,0.0421709531013616,0.0833963691376702,0.0590015128593041,0.0750756429652042,71.4,0.985,0.001,0.004,0.11,0.75
"E02000840",8171,0.0832211479623057,0.121772120915433,0.126545098519153,0.327377309998776,0.202300819973076,0.0509117611063517,5197,0.0544544929767173,0.189147585145276,0.153934962478353,0.0989032133923417,0.09159130267462,0.182990186646142,0.14296709640177,0.0860111602847797,81,0.998,0.002,0.004,0.159,0.798
"E02000841",8721,0.0785460382983603,0.117532393074189,0.122463020295838,0.319688109161793,0.212590299277606,0.0494209379658296,5611,0.0541792906790233,0.188023525218321,0.16253787203707,0.107111031901622,0.0905364462662627,0.173765817144894,0.139725539119587,0.0841204776332205,84,0.968,0.032,0.007,0.16,0.796
"E02000842",7666,0.0476128358987738,0.107618053743804,0.116097051917558,0.257500652230629,0.283850769632142,0.072006261414036,5157,0.0934651929416327,0.233662982354082,0.197207678883072,0.133798720186155,0.0781462090362614,0.142718634865232,0.0814426992437464,0.0395578824898197,84.3,0.994,0.003,0.006,0.114,0.785
"E02000843",7495,0.0840560373582388,0.0921947965310207,0.107004669779853,0.36184122748499,0.21974649766511,0.047631754503002,5219,0.109407932554129,0.253496838474804,0.198697068403909,0.105000958037938,0.0714696301973558,0.13010155202146,0.0810500095803794,0.0507760107300249,82,0.979,0.021,0.003,0.143,0.814
"E02000844",7779,0.0698033166216737,0.110425504563569,0.118267129451086,0.30492351201954,0.237562668723486,0.0568196426275871,5179,0.0758833751689515,0.210851515736629,0.188067194439081,0.126279204479629,0.0785865997296775,0.145394863873335,0.119134968140568,0.0558022784321298,79.6,0.968,0.032,0.009,0.193,0.774
"E02000845",8867,0.0853727303484831,0.0995827224540431,0.0930416149768806,0.347580918010601,0.229615427991429,0.0484944175031014,6060,0.142574257425743,0.273927392739274,0.176567656765677,0.115676567656766,0.0663366336633663,0.111881188118812,0.0729372937293729,0.0400990099009901,74.4,1,0,0.004,0.054,0.744
"E02000846",7053,0.0649369062810152,0.0957039557635049,0.107471997731462,0.267687508861477,0.261874379696583,0.085779101091734,4629,0.111687189457766,0.25599481529488,0.192698206956146,0.111687189457766,0.0706416072585872,0.127241304817455,0.0773385180384532,0.0527111687189458,81.5,0.998,0,0.002,0.093,0.776
"E02000847",8798,0.0547851784496476,0.0896794726074108,0.100250056831098,0.257899522618777,0.268356444646511,0.0962718799727211,5920,0.127195945945946,0.270101351351351,0.194256756756757,0.127364864864865,0.0677364864864865,0.117060810810811,0.0609797297297297,0.0353040540540541,78.3,1,0,0.006,0.09,0.761
"E02000848",7889,0.0593231081252377,0.113956141462796,0.110660413233616,0.262897705666117,0.270122956014704,0.0664215996957789,5202,0.100538254517493,0.247020376778162,0.202614379084967,0.137831603229527,0.0726643598615917,0.132641291810842,0.0718954248366013,0.0347943098808151,83.3,0.962,0,0.002,0.029,0.733
"E02000849",7485,0.0736138944555778,0.0996659986639947,0.101536406145625,0.309552438209753,0.257181028724115,0.0571810287241149,5138,0.109186453873102,0.263526664071623,0.204943557804593,0.108991825613079,0.0663682366679642,0.126508369015181,0.0755157648890619,0.0449591280653951,81.5,0.999,0.001,0.002,0.043,0.714
"E02000850",10309,0.0650887573964497,0.106605878358716,0.102046755262392,0.281889611019497,0.275778446018042,0.0628576971578233,6984,0.112399770904926,0.245561282932417,0.197164948453608,0.120131729667812,0.0664375715922108,0.129152348224513,0.0854810996563574,0.0436712485681558,79.5,0.976,0.007,0.006,0.103,0.747
"E02000851",8330,0.0721488595438175,0.0769507803121249,0.0965186074429772,0.377791116446579,0.205042016806723,0.0788715486194478,5820,0.111168384879725,0.255670103092783,0.160652920962199,0.107216494845361,0.0721649484536082,0.14020618556701,0.0895189003436426,0.0634020618556701,67.5,0.917,0.009,0.004,0.065,0.642
"E02000852",7434,0.069410815173527,0.0893193435566317,0.102502017756255,0.335485606672047,0.252757600215227,0.0527306967984934,5247,0.127120259195731,0.273489613112255,0.186011053935582,0.119496855345912,0.0695635601295979,0.113779302458548,0.0691823899371069,0.0413569658852678,83.1,0.993,0.001,0.005,0.083,0.761
"E02000852",7434,0.069410815173527,0.0893193435566317,0.102502017756255,0.335485606672047,0.252757600215227,0.0527306967984934,5247,0.127120259195731,0.273489613112255,0.186011053935582,0.119496855345912,0.0695635601295979,0.113779302458548,0.0691823899371069,0.0413569658852678,83.1,0.993,0.001,0.005,0.083,0.761
"E02000853",7592,0.0749473129610116,0.100763962065332,0.0939146469968388,0.336670179135933,0.238935721812434,0.0530821917808219,5196,0.117205542725173,0.261547344110855,0.170900692840647,0.126250962278676,0.0685142417244034,0.129907621247113,0.0765973826020015,0.0490762124711316,82.2,1,0,0.001,0.032,0.756
"E02000854",7101,0.0675961132234896,0.0959019856358259,0.0966061118152373,0.302492606675116,0.264751443458668,0.0716800450640755,4849,0.151783872963498,0.30996081666323,0.174675190760982,0.115693957517014,0.055062899566921,0.0919777273664673,0.0608372860383584,0.0400082491235306,83.3,0.991,0.003,0.001,0.088,0.764
"E02000855",7787,0.0535507897778349,0.107743675356363,0.10312058559137,0.248876332348786,0.280339026582766,0.087325028894311,5139,0.169293636894337,0.294220665499124,0.181552831290134,0.127262113251605,0.0498151391321269,0.101770772523837,0.0461179217746643,0.0299669196341701,81.2,0.999,0.001,0.003,0.07,0.778
"E02000856",8176,0.0589530332681018,0.0916095890410959,0.111179060665362,0.295376712328767,0.268346379647749,0.0633561643835616,5737,0.139968624716751,0.278194178141886,0.190169077915287,0.117657312184068,0.0606588809482308,0.111730869792575,0.0606588809482308,0.0409621753529719,76.4,0.951,0,0.004,0.032,0.662
"E02000857",7905,0.0699557242251739,0.0583175205566097,0.0753953194180898,0.410752688172043,0.198608475648324,0.101960784313725,5608,0.185984308131241,0.296005706134094,0.168509272467903,0.0896932952924394,0.0531383737517832,0.0977175463623395,0.0624108416547789,0.0465406562054208,74.8,0.991,0,0.001,0.018,0.742
"E02000858",7691,0.0875048758288909,0.11727993758939,0.123130932258484,0.306072032245482,0.213236250162528,0.0406969184761409,4933,0.0638556659233732,0.187309953375228,0.175755118589094,0.0981147374822623,0.0782485303061018,0.175957834988851,0.129130346645044,0.0916278126900466,60.1,0.989,0.005,0.006,0.16,0.68
"E02000859",8165,0.0591549295774648,0.0879363135333742,0.0966319657072872,0.266748315982854,0.263931414574403,0.111573790569504,5388,0.143652561247216,0.276540460282108,0.178730512249443,0.118782479584261,0.062731997030438,0.110616184112843,0.0571640682999258,0.0517817371937639,80.1,0.986,0.001,0.002,0.039,0.77
"E02000860",7598,0.0756778099499868,0.0638325875230324,0.0785733087654646,0.400236904448539,0.20781784680179,0.0898920768623322,5371,0.165146155278347,0.277229566188792,0.155464531744554,0.0902997579594117,0.0588344814745857,0.115807112269596,0.0744740271830199,0.0627443679016943,73.2,0.962,0.004,0.002,0.038,0.746
"E02000861",7497,0.0476190476190476,0.0936374549819928,0.110710951047086,0.21515272775777,0.319594504468454,0.0724289715886355,5119,0.216448525102559,0.32057042391092,0.163117796444618,0.119554600507912,0.0373119749951162,0.081265872240672,0.0373119749951162,0.0244188318030865,81.8,0.994,0,0.007,0.101,0.796
"E02000861",7497,0.0476190476190476,0.0936374549819928,0.110710951047086,0.21515272775777,0.319594504468454,0.0724289715886355,5119,0.216448525102559,0.32057042391092,0.163117796444618,0.119554600507912,0.0373119749951162,0.081265872240672,0.0373119749951162,0.0244188318030865,81.8,0.994,0,0.007,0.101,0.796
"E02000863",6367,0.0491597298570755,0.105858332024501,0.110256007538872,0.221611433956337,0.30453902937019,0.0832417150934506,4229,0.151099550721211,0.284937337432017,0.187041853866162,0.136675336959092,0.0527311421139749,0.0934026956727359,0.0532040671553559,0.0409080160794514,78.1,0.955,0.014,0.006,0.147,0.688
"E02000864",8297,0.0770157888393395,0.097023020368808,0.146800048210196,0.374954802940822,0.172110401349886,0.050259129805954,5391,0.0979410127991096,0.228714524207012,0.120756816917084,0.0819884993507698,0.0684474123539232,0.136709330365424,0.108328695974773,0.157113708031905,47.2,0.97,0.03,0.005,0.24,0.691
"E02000865",7051,0.0702028081123245,0.101262232307474,0.149624166784853,0.404339809956035,0.160119132038009,0.0371578499503617,4645,0.1005382131324,0.258127018299247,0.116254036598493,0.0742734122712594,0.0611410118406889,0.122066738428418,0.089989235737352,0.177610333692142,57.4,0.963,0.019,0.01,0.226,0.706
"E02000866",9662,0.0678948457876216,0.080211136410681,0.156799834402815,0.407576071206789,0.177188987787208,0.0363278824259988,6600,0.165,0.305151515151515,0.113484848484848,0.0813636363636364,0.0483333333333333,0.102121212121212,0.08,0.104545454545455,53.3,0.997,0.003,0.003,0.072,0.702
"E02000867",9761,0.0653621555168528,0.0734555885667452,0.172420858518594,0.484581497797357,0.12478229689581,0.025509681385104,6853,0.183569239749015,0.304246315482271,0.1265139355027,0.0617247920618707,0.0539909528673574,0.0983510871151321,0.0696045527506202,0.101999124471035,46.3,0.996,0.001,0.004,0.156,0.666
"E02000868",6632,0.0511158021712907,0.0744873341375151,0.17913148371532,0.472104945717732,0.125452352231604,0.0337756332931242,4478,0.14761054041983,0.290084859312193,0.110093791871371,0.0757034390352836,0.0524787851719518,0.102054488610987,0.080393032603841,0.141581062974542,50.8,0.968,0.017,0.007,0.205,0.619
"E02000869",5705,0.0615249780893953,0.077125328659071,0.136196319018405,0.44136722173532,0.165644171779141,0.0434706397896582,3993,0.135487102429251,0.274229902329076,0.0991735537190083,0.0969196093163035,0.0563486100676183,0.114700726270974,0.0823941898322064,0.140746306035562,52,0.947,0,0.004,0.088,0.556
"E02000870",6477,0.0625289485873089,0.100818280067933,0.159641809479697,0.408831249035047,0.152230971128609,0.0440018527095878,4270,0.127166276346604,0.258782201405152,0.122248243559719,0.0674473067915691,0.0608899297423888,0.127868852459016,0.0955503512880562,0.140046838407494,56.7,0.991,0.001,0.005,0.162,0.691
"E02000871",8591,0.094633919217786,0.122220928879059,0.163659643813293,0.386334536142475,0.127808171342102,0.0302642300081481,5107,0.0744076757391815,0.192676718229881,0.119835519874682,0.0685333855492461,0.0742118660661837,0.148619541805365,0.103191697669865,0.218523595065596,53.3,0.959,0.032,0.006,0.235,0.645
"E02000872",7501,0.0614584722037062,0.0829222770297294,0.164778029596054,0.476869750699907,0.125049993334222,0.0298626849753366,5211,0.166186912300902,0.289963538668202,0.101516023795817,0.0750335828056035,0.047783534830167,0.0969103818844751,0.0723469583573211,0.150259067357513,45.4,0.846,0.004,0.001,0.047,0.492
"E02000873",8713,0.0658785722483645,0.0843567083668082,0.311259038218754,0.351314128314014,0.100883736944795,0.0280041317571445,4271,0.12362444392414,0.247248887848279,0.107234839616015,0.0697728869117303,0.0597049871224538,0.113088269726059,0.0894404120814798,0.189885272769843,44.8,0.678,0.095,0.004,0.201,0.571
"E02000874",7129,0.0750455884415767,0.108851171272268,0.210829008276056,0.373825220928601,0.131294711740777,0.0251087108991443,4158,0.0834535834535835,0.213323713323713,0.111351611351611,0.0738335738335738,0.0762385762385762,0.12987012987013,0.0921115921115921,0.21981721981722,52.9,0.83,0,0.01,0.28,0.555
"E02000875",9440,0.0854872881355932,0.120444915254237,0.177648305084746,0.380084745762712,0.138877118644068,0.0222457627118644,5730,0.0973821989528796,0.197731239092496,0.109947643979058,0.0673647469458988,0.0753926701570681,0.132460732984293,0.101047120418848,0.218673647469459,44.8,0.998,0.001,0.005,0.15,0.605
"E02000876",7037,0.0606792667329828,0.0804320022736962,0.215859030837004,0.435554923973284,0.132300696319454,0.0214580076737246,4638,0.127425614489004,0.255929279862009,0.109529969814575,0.0726606295817163,0.0567054764984907,0.109314359637775,0.0756791720569211,0.192755498059508,48.7,0.897,0.005,0.005,0.228,0.561
"E02000877",9803,0.0879322656329695,0.115678873814139,0.188513720289707,0.380699785779863,0.122921554626135,0.0264204835254514,5728,0.0827513966480447,0.204434357541899,0.103177374301676,0.0607541899441341,0.0714036312849162,0.148219273743017,0.102129888268156,0.227129888268156,49.3,0.974,0,0.001,0.047,0.586
"E02000878",10286,0.0494847365350962,0.0634843476570095,0.213299630565818,0.461598288936418,0.132510208049776,0.0224577095080692,7014,0.177929854576561,0.270744225834046,0.100370687197034,0.0633019674935843,0.0473339036213288,0.0933846592529227,0.0625891074992871,0.184345594525235,40.1,0.788,0.003,0.003,0.065,0.379
"E02000879",7634,0.06366256222164,0.0999476028294472,0.199240241026985,0.350275085145402,0.145795127063139,0.0593397956510348,4506,0.108965823346649,0.206391478029294,0.125166444740346,0.0827785175321793,0.0714602751886374,0.127607634265424,0.101864181091877,0.175765645805593,33.3,0.884,0,0.004,0.066,0.404
"E02000880",5776,0.074792243767313,0.0950484764542936,0.190789473684211,0.405470914127424,0.130193905817175,0.0356648199445983,3570,0.10672268907563,0.231652661064426,0.112044817927171,0.0694677871148459,0.0666666666666667,0.123529411764706,0.0932773109243697,0.196638655462185,30.8,0.679,0.042,0.002,0.112,0.351
"E02000881",6909,0.0924880590534086,0.138949196699957,0.153712548849327,0.33608336951802,0.165870603560573,0.0277898393399913,4058,0.0739280433711188,0.1828486939379,0.117299162148842,0.0879743716116314,0.0791030064070971,0.134302612124199,0.107195662888122,0.217348447511089,49.3,0.981,0.018,0.004,0.245,0.696
"E02000882",8604,0.0929800092980009,0.130288238028824,0.160158066015807,0.364249186424919,0.138075313807531,0.0337052533705253,5118,0.0912465806955842,0.207502930832356,0.122508792497069,0.0640875341930442,0.0605705353653771,0.125635013677218,0.0887065259867136,0.239742086752638,34.3,0.924,0.002,0.004,0.129,0.485
"E02000883",7950,0.089559748427673,0.127924528301887,0.150817610062893,0.342893081761006,0.155849056603774,0.0455345911949686,4697,0.0625931445603577,0.161805407707047,0.109431552054503,0.0732382371726634,0.0804769001490313,0.155418352139664,0.114328294656164,0.242708111560571,53.1,0.992,0.001,0.008,0.135,0.681
"E02000884",9086,0.0554699537750385,0.0597622716266784,0.206471494607088,0.506713625357693,0.100594320933304,0.0194805194805195,6425,0.242334630350195,0.29431906614786,0.0891828793774319,0.0552529182879377,0.0417120622568093,0.0837354085603113,0.0431128404669261,0.150350194552529,29.2,0.786,0.003,0.003,0.1,0.28
"E02000885",6895,0.0793328498912255,0.116606236403191,0.165917331399565,0.372733865119652,0.14010152284264,0.0374184191443075,4260,0.0882629107981221,0.196948356807512,0.103755868544601,0.0741784037558685,0.0697183098591549,0.134741784037559,0.1018779342723,0.230516431924883,38.1,0.861,0.001,0.002,0.081,0.44
"E02000886",7326,0.0724815724815725,0.0810810810810811,0.128446628446628,0.482391482391482,0.153562653562654,0.0271635271635272,5248,0.227705792682927,0.263147865853659,0.104039634146341,0.0666920731707317,0.0493521341463415,0.0908917682926829,0.0659298780487805,0.132240853658537,47.9,0.982,0.002,0.002,0.06,0.607
"E02000887",8660,0.0935334872979215,0.119284064665127,0.150923787528868,0.38810623556582,0.134526558891455,0.0331408775981524,5311,0.0935793635850122,0.175108265863303,0.118621728488044,0.0798343061570326,0.0819054791941254,0.14404067030691,0.102805498022971,0.204104688382602,51.6,0.971,0.005,0.003,0.043,0.649
"E02000888",8215,0.0876445526475959,0.0919050517346318,0.142300669506999,0.474741326841144,0.124163116250761,0.0209373097991479,5467,0.224437534296689,0.265776477044083,0.101701115785623,0.058898847631242,0.0495701481616975,0.0929211633436986,0.0568867751966343,0.149807938540333,29.4,0.875,0.001,0.002,0.181,0.358
"E02000889",6616,0.0760278113663845,0.0702841596130593,0.129836759371221,0.485640870616687,0.161880290205562,0.0217654171704958,4815,0.256282450674974,0.274766355140187,0.104880581516096,0.0575285565939772,0.0431983385254413,0.090134994807892,0.0548286604361371,0.118380062305296,27.4,0.701,0.005,0.004,0.111,0.239
"E02000890",5795,0.0536669542709232,0.0334771354616048,0.0883520276100086,0.534943917169974,0.207937877480587,0.0305435720448663,4736,0.365709459459459,0.338048986486487,0.0874155405405405,0.0580658783783784,0.0278716216216216,0.0437077702702703,0.0282939189189189,0.0508868243243243,24.9,0.73,0.01,0.013,0.38,0.18
"E02000891",12678,0.0763527370247673,0.0690960719356365,0.14986590944944,0.546537308723773,0.101277804070043,0.0134879318504496,9181,0.271430127437098,0.30410630650256,0.105979740768979,0.0570743927676724,0.0393203354754384,0.0746106088661366,0.0432414769632938,0.104237011218821,38.4,0.946,0.022,0.012,0.352,0.518
"E02000893",6783,0.0837387586613593,0.0828541943093027,0.131652661064426,0.43328910511573,0.167772372106737,0.0321391714580569,4657,0.187889199055186,0.240283444277432,0.131200343568821,0.079020828859781,0.0639896929353661,0.0989907665879321,0.079020828859781,0.119604895855701,60.4,0.999,0.001,0.03,0.12,0.858
"E02000894",10137,0.0729999013514847,0.0527769557068166,0.140968728420637,0.534773601657295,0.140870079905297,0.0137121436322383,7605,0.284023668639053,0.314924391847469,0.103747534516765,0.0616699539776463,0.0403681788297173,0.0678500986193294,0.0418145956607495,0.0856015779092702,58.7,0.982,0.01,0.016,0.208,0.77
"E02000895",7979,0.0527635041985211,0.102895099636546,0.1116681288382,0.23248527384384,0.243890211805991,0.114300037598697,5045,0.0931615460852329,0.211298315163528,0.182556987115956,0.140931615460852,0.0737363726461843,0.12388503468781,0.0991080277502478,0.0753221010901883,77.8,1,0,0.002,0.077,0.732
"E02000896",8814,0.0554799183117767,0.084978443385523,0.103812117086453,0.268209666439755,0.273882459723168,0.0964374858180168,5982,0.154129053828151,0.283350050150451,0.189401537947175,0.126546305583417,0.0461384152457372,0.0906051487796724,0.0655299231026413,0.0442995653627549,73,0.975,0.006,0.003,0.097,0.712
"E02000897",8077,0.0693326730221617,0.101027609260864,0.110189426767364,0.273121208369444,0.239445338615823,0.0850563327968305,5260,0.0849809885931559,0.212167300380228,0.161406844106464,0.13212927756654,0.0718631178707224,0.134790874524715,0.11254752851711,0.0901140684410646,75,0.985,0.015,0.005,0.128,0.736
"E02000898",7750,0.0655483870967742,0.0940645161290323,0.121806451612903,0.258064516129032,0.258709677419355,0.0790967741935484,5111,0.0853062023087458,0.237722559186069,0.182156133828996,0.123654862062219,0.0631970260223048,0.130502837018196,0.0945020543924868,0.0829583251809822,74.4,0.98,0.011,0.007,0.127,0.674
"E02000899",7920,0.0583333333333333,0.0945707070707071,0.127525252525253,0.259090909090909,0.26489898989899,0.086489898989899,5260,0.0821292775665399,0.220912547528517,0.181368821292776,0.14467680608365,0.0693916349809886,0.136692015209125,0.0948669201520912,0.0699619771863118,77.9,0.997,0.001,0.005,0.097,0.731
"E02000900",8088,0.0739366963402572,0.106206726013848,0.136003956478734,0.276953511374876,0.242581602373887,0.0599653808110781,5189,0.0724609751397186,0.192522644054731,0.170745808440933,0.130082867604548,0.0741954133744459,0.150703411061862,0.103102717286568,0.106186163037194,71.4,0.929,0.034,0.009,0.232,0.66
"E02000901",9371,0.0574111620958276,0.105965211823711,0.119304236474229,0.27499733219507,0.271369117490129,0.0627467719560346,6271,0.13394992824111,0.279062350502312,0.173337585712008,0.12374421942274,0.058204433104768,0.103492265986286,0.0727156753308882,0.0554935416998884,80.2,0.945,0.015,0.008,0.187,0.735
"E02000902",8231,0.0816425707690439,0.112380026728223,0.1240432511238,0.304094277730531,0.22986271412951,0.0500546713643543,5265,0.0763532763532764,0.226780626780627,0.163912630579297,0.133713200379867,0.0698955365622032,0.128015194681861,0.0997150997150997,0.101614434947768,69.3,0.942,0.034,0.004,0.184,0.517
"E02000902",8231,0.0816425707690439,0.112380026728223,0.1240432511238,0.304094277730531,0.22986271412951,0.0500546713643543,5265,0.0763532763532764,0.226780626780627,0.163912630579297,0.133713200379867,0.0698955365622032,0.128015194681861,0.0997150997150997,0.101614434947768,69.3,0.942,0.034,0.004,0.184,0.517
"E02000903",9043,0.0807254229790999,0.126064359172841,0.14010837111578,0.308968262744664,0.213867079509012,0.0388145526926905,5622,0.0531839203130559,0.189790110281039,0.113482746353611,0.131447883315546,0.0665243685521167,0.158306652436855,0.126111704019922,0.161152614727855,76.7,0.988,0.001,0.004,0.124,0.63
"E02000904",8228,0.092002916869227,0.108653378706855,0.120077783179387,0.338964511424404,0.223505104521147,0.037311618862421,5349,0.109366236679753,0.230697326603103,0.127687418209011,0.139465320620677,0.0661805945036455,0.122078893251075,0.100205645915124,0.104318564217611,80.1,0.991,0.001,0.002,0.067,0.64
"E02000904",8228,0.092002916869227,0.108653378706855,0.120077783179387,0.338964511424404,0.223505104521147,0.037311618862421,5349,0.109366236679753,0.230697326603103,0.127687418209011,0.139465320620677,0.0661805945036455,0.122078893251075,0.100205645915124,0.104318564217611,80.1,0.991,0.001,0.002,0.067,0.64
"E02000905",9589,0.0876003754301804,0.102826154969236,0.120346230055272,0.367295859839399,0.197935134007717,0.0443216185212222,6111,0.0921289477990509,0.245622647684503,0.129438717067583,0.133202421862216,0.0621829487808869,0.124202258222877,0.0927835051546392,0.120438553428244,81.2,0.991,0.001,0.003,0.048,0.63
"E02000906",9248,0.0971020761245675,0.100346020761246,0.10272491349481,0.404952422145329,0.178741349480969,0.0378460207612457,6059,0.0902789239148374,0.249546129724377,0.117181052979039,0.136491170160092,0.0564449579138472,0.125598283545139,0.0993563294272982,0.125103152335369,74.5,0.984,0,0.005,0.138,0.611
"E02000907",9998,0.101320264052811,0.113122624524905,0.130626125225045,0.346369273854771,0.179035807161432,0.0474094818963793,6218,0.0734963010614345,0.201190093277581,0.115310389192666,0.10694757156642,0.0580572531360566,0.142811193309746,0.122869089739466,0.179318108716629,74.1,0.972,0.01,0.004,0.132,0.735
"E02000908",10516,0.0901483453784709,0.0803537466717383,0.0988018257892735,0.463294028147585,0.167744389501712,0.0350893875998479,7102,0.0870177414812729,0.229372007885103,0.135877217685159,0.140382990706843,0.0811039143903126,0.118980568853844,0.106448887637285,0.10081667136018,75.9,0.857,0.118,0.005,0.261,0.634
"E02000909",8640,0.0888888888888889,0.0923611111111111,0.10150462962963,0.384027777777778,0.209722222222222,0.0453703703703704,5824,0.128605769230769,0.279876373626374,0.129292582417582,0.12293956043956,0.0525412087912088,0.105769230769231,0.092032967032967,0.0889423076923077,76.9,0.972,0.001,0.002,0.074,0.743
"E02000910",10698,0.0843148252009721,0.0815105627220041,0.117218171620864,0.41989156851748,0.186389979435408,0.037483641802206,7230,0.11313969571231,0.237067773167358,0.113554633471646,0.138865836791148,0.059612724757953,0.123651452282158,0.0899031811894882,0.124204702627939,79.9,0.995,0,0.003,0.044,0.748
"E02000911",10872,0.086644591611479,0.0963024282560706,0.12785136129507,0.414827078734364,0.177980132450331,0.0270419426048565,7229,0.087702310139715,0.229630654309033,0.122423571724997,0.133905104440448,0.061834278600083,0.130723474892793,0.0987688476967769,0.135011758196154,70.6,0.903,0.008,0.004,0.152,0.691
"E02000912",9238,0.0898462870751245,0.106408313487768,0.123186836977701,0.351483004979433,0.188785451396406,0.0442736523056939,5809,0.0767774143570322,0.201411602685488,0.114133241521777,0.140471681872956,0.0710965742812877,0.133241521776554,0.113100361508005,0.149767601996901,77.5,0.976,0.001,0.003,0.079,0.767
"E02000913",8706,0.071215253847921,0.0931541465655869,0.148977716517344,0.342062945095337,0.204456696531128,0.0434183321847002,5721,0.0910679951057507,0.22775738507254,0.132319524558644,0.132494319174969,0.0575074287711938,0.126376507603566,0.0998077259220416,0.132669113791295,80.6,0.99,0.002,0.003,0.057,0.767
"E02000914",10594,0.0902397583537852,0.0996790636209175,0.145742873324523,0.375495563526524,0.172456107230508,0.0364357183311308,6649,0.0592570311325011,0.161528049330726,0.10828696044518,0.137163483230561,0.07128891562641,0.151752143179425,0.120168446382915,0.190554970672282,68,0.997,0,0.002,0.047,0.664
"E02000914",10594,0.0902397583537852,0.0996790636209175,0.145742873324523,0.375495563526524,0.172456107230508,0.0364357183311308,6649,0.0592570311325011,0.161528049330726,0.10828696044518,0.137163483230561,0.07128891562641,0.151752143179425,0.120168446382915,0.190554970672282,68,0.997,0,0.002,0.047,0.664
"E02000915",8643,0.0646766169154229,0.0740483628369779,0.144162906398241,0.393497628138378,0.209418026148328,0.042230706930464,5991,0.13887497913537,0.278584543481889,0.118678017025538,0.116841929561008,0.0535803705558337,0.0971457185778668,0.0781171757636455,0.118177265898848,82.3,0.932,0.003,0.001,0.073,0.702
"E02000916",9485,0.104269899841856,0.110806536636795,0.114602003162889,0.384396415392725,0.177332630469162,0.0286768581971534,5995,0.0627189324437031,0.188490408673895,0.130108423686405,0.13861551292744,0.074395329441201,0.139949958298582,0.129608006672227,0.136113427856547,72.8,0.984,0.009,0.006,0.164,0.709
"E02000917",9171,0.106204339766656,0.0925744193653909,0.114818449460255,0.420346745175008,0.163886162904809,0.0283502344346309,5962,0.0924186514592419,0.22609862462261,0.124119423012412,0.149278765514928,0.0632338141563234,0.125964441462596,0.11070110701107,0.108185172760819,75,0.987,0.001,0.001,0.02,0.645
"E02000918",9126,0.0731974578128424,0.0867850098619329,0.127328511943897,0.422638614946307,0.189568266491343,0.0307911461757616,6198,0.110196837689577,0.247983220393675,0.122297515327525,0.122136172959019,0.0698612455630849,0.115843820587286,0.0942239432074863,0.117457244272346,74.9,0.951,0.017,0.006,0.197,0.712
"E02000919",9221,0.0756967790912049,0.0739616093699165,0.137078407981781,0.439540180023859,0.171781802407548,0.0328597765968984,6288,0.0930343511450382,0.215807888040712,0.116889312977099,0.147264631043257,0.0729961832061069,0.128498727735369,0.108460559796438,0.11704834605598,81.8,0.984,0.001,0.002,0.031,0.693
"E02000920",9479,0.0753244013081549,0.0905158772022365,0.16088194957274,0.380736364595421,0.185990083342125,0.0289060027429054,6116,0.0681818181818182,0.187867887508175,0.122792674950948,0.139470241988228,0.0781556572923479,0.153695225637672,0.106442119032047,0.143394375408764,68.9,0.957,0.002,0.002,0.067,0.639
